,symbol,name,price,changesPercentage,change,dayLow,dayHigh,yearHigh,yearLow,marketCap,priceAvg50,priceAvg200,volume,avgVolume,exchange,open,previousClose,eps,pe,earningsAnnouncement,sharesOutstanding,timestamp
109,COO,"The Cooper Companies, Inc.",384.92,-0.53,-2.05,383.55,388.57,391.96,236.68,18916163584.0,368.2422,337.31314,140366.0,268352.0,NYSE,386.16,386.97,4.81,80.02495,2021-03-04T16:15:00.000+0000,49143104.0,1612826399
110,COP,ConocoPhillips,46.78,5.31,2.36,45.1,47.23,61.15,20.84,63369588736.0,42.529373,38.085476,12177791.0,12450403.0,NYSE,45.25,44.42,-2.51,,2021-02-02T07:00:00.000+0000,1354629943.0,1612826399
111,COST,Costco Wholesale Corporation,359.83,1.31,4.66,355.57,359.99,393.15,271.28,159388499968.0,363.68314,359.79562,2380746.0,2457327.0,NASDAQ,356.57,355.17,9.74,36.94353,2021-03-04T16:15:00.000+0000,442955006.0,1612826399
112,COTY,Coty Inc.,7.94,3.93,0.3,7.7,8.2,12.26,2.65,6081269760.0,6.90875,4.906277,23402379.0,14366683.0,NYSE,7.7476,7.64,-1.136,,2021-02-09T13:30:00.000+0000,765902992.0,1612826399
113,CPB,Campbell Soup Company,47.12,-0.8,-0.38,46.64,47.71,57.54,40.7,14274767872.0,47.64375,48.51686,1956715.0,2365837.0,NYSE,47.59,47.5,5.825,8.089271,2020-12-09T07:30:02.000+0000,302944989.0,1612826399
114,CPRI,Capri Holdings Limited,46.56,1.0,0.46,45.54,47.09,47.09,5.42,7032608768.0,43.262188,28.098322,2096554.0,3884778.0,NYSE,46.18,46.1,-2.866,,2021-02-03T06:30:00.000+0000,151044003.0,1612826399
115,CPRT,"Copart, Inc.",120.78,1.16,1.39,119.0,121.51,130.96,55.69,28520142848.0,118.115,110.66153,1022083.0,1294404.0,NASDAQ,119.5,119.39,2.851,42.364082,2020-11-18T17:08:00.000+0000,236132993.0,1612826399
116,CRM,"salesforce.com, inc.",238.93,0.02,0.04,237.13,241.11,284.5,115.29,219274182656.0,224.15875,233.93343,4331810.0,9600763.0,NYSE,239.51,238.89,3.858,61.93105,2021-02-25T21:00:00.000+0000,917733992.0,1612826399
117,CSCO,"Cisco Systems, Inc.",48.94,1.79,0.86,48.56,49.33,50.28,32.4,206796455936.0,45.168125,42.43044,23374135.0,21116140.0,NASDAQ,48.56,48.08,2.47,19.813765,2021-02-09T21:00:00.000+0000,4225509929.0,1612826399
118,CSX,CSX Corporation,87.26,-1.46,-1.29,86.975,88.53,97.54,46.81,66734264320.0,90.36875,83.02431,5002945.0,3982477.0,NASDAQ,88.27,88.55,3.6,24.23889,2021-01-21T16:01:00.000+0000,764774975.0,1612826399
119,CTAS,Cintas Corporation,349.15,1.21,4.17,344.01,349.31,369.2,154.33,36671225856.0,337.1125,334.81235,333601.0,464327.0,NASDAQ,345.55,344.98,8.915,39.16433,2020-12-22T08:30:04.000+0000,105030004.0,1612826399
120,CTL,"CenturyLink, Inc.",29.16,0.59,0.17,29.0,29.44,29.44,24.21,,28.106281,26.807491,42763.0,51163.0,NYSE,29.13,28.99,,,,,1612826399
121,CTSH,Cognizant Technology Solutions Corporation,75.85,1.81,1.35,74.14,75.89,82.73,40.01,40200499200.0,79.79219,73.49503,2383866.0,2787362.0,NASDAQ,74.63,74.5,2.57,29.513618,2021-02-03T16:01:07.000+0000,529999989.0,1612826399
122,CTVA,"Corteva, Inc.",43.61,-0.66,-0.29,43.3,44.14,44.96,20.38,32422203392.0,41.105625,34.18657,2719120.0,3578326.0,NYSE,43.94,43.9,-1.28,,2021-02-03T17:00:03.000+0000,743458000.0,1612826399
123,CTXS,"Citrix Systems, Inc.",134.07,1.71,2.25,131.95,134.11,173.56,100.31,16507235328.0,131.82187,132.37964,888701.0,1681506.0,NASDAQ,132.96,131.82,3.999,33.525883,2021-01-19T07:05:00.000+0000,123124005.0,1612826399
124,CVS,CVS Health Corporation,72.98,1.11,0.8,72.17,72.99,77.23,52.04,95524249600.0,72.1575,65.33913,5820896.0,7907326.0,NYSE,72.47,72.18,6.05,12.06281,2021-02-16T13:30:00.000+0000,1308909970.0,1612826399
125,CVX,Chevron Corporation,91.48,2.49,2.22,90.01,92.04,112.6,51.6,176099917824.0,88.94813,83.34993,9880942.0,10761818.0,NYSE,90.29,89.26,-2.964,,2021-01-29T07:30:00.000+0000,1925010033.0,1612826399
126,CXO,Concho Resources Inc.,65.6,-6.02,-4.2,64.69,69.12,82.9,33.13,12876952576.0,62.035713,52.479015,18053801.0,2874722.0,NYSE,69.12,69.8,-52.267,,2020-10-27T16:05:00.000+0000,196295009.0,1612826399
127,D,"Dominion Energy, Inc.",73.83,0.12,0.09,73.22,73.86,90.89,57.79,60231917568.0,73.0375,78.151535,3007696.0,4376577.0,NYSE,73.64,73.74,-0.22,,2021-02-12T13:30:00.000+0000,815819011.0,1612826399
128,DAL,"Delta Air Lines, Inc.",43.24,5.08,2.09,41.36,43.4597,59.92,17.51,27575619584.0,39.886875,34.48321,18273988.0,14848140.0,NYSE,41.55,41.15,-19.49,,2021-01-14T07:25:05.000+0000,637734033.0,1612826399
129,DD,"DuPont de Nemours, Inc.",75.76,-0.11,-0.08,75.51,77.2699,87.27,28.33,40640618496.0,77.190315,63.4054,11768896.0,12310555.0,NYSE,77.05,75.84,-4.066,,2021-02-09T13:30:00.000+0000,536438998.0,1612826399
130,DE,Deere & Company,317.04,2.52,7.8,312.0,317.19,317.19,106.14,99684032512.0,288.82187,239.9238,962184.0,1631426.0,NYSE,312.0,309.24,8.69,36.48332,2021-02-19T13:30:00.000+0000,314420996.0,1612826399
131,DFS,Discover Financial Services,94.34,1.62,1.5,92.58,94.44,100.96,23.25,28962379776.0,91.029686,70.07788,2465323.0,2838945.0,NYSE,93.24,92.84,3.596,26.234705,2021-01-20T16:19:00.000+0000,306999998.0,1612826399
132,DG,Dollar General Corporation,198.38,2.35,4.56,194.92,198.77,225.25,125.0,48603299840.0,207.33656,207.02255,3475134.0,2103260.0,NYSE,195.32,193.82,10.101,19.63964,2020-12-03T06:55:01.000+0000,245001007.0,1612826399
133,DGX,Quest Diagnostics Incorporated,121.64,-0.12,-0.15,121.4,123.65,134.71,73.02,16178119680.0,123.89344,120.84854,1571966.0,1271342.0,NYSE,123.0,121.79,10.47,11.617956,2021-02-04T06:45:07.000+0000,132999997.0,1612826399
134,DHI,"D.R. Horton, Inc.",82.96,3.67,2.94,80.58,83.06,83.25,25.51,30172719104.0,72.48719,72.26088,2487784.0,3248613.0,NYSE,80.84,80.02,7.396,11.216874,2021-01-26T06:30:00.000+0000,363702014.0,1612826399
135,DHR,Danaher Corporation,235.65,0.03,0.06,234.08,238.755,248.32,119.6,167547142144.0,232.82687,220.36504,1548952.0,2673649.0,NYSE,236.16,235.59,4.89,48.190186,2021-01-28T06:00:00.000+0000,710999967.0,1612826399
136,DIS,The Walt Disney Company,190.0,4.88,8.84,183.3,190.64,190.64,79.07,344709398528.0,174.86719,143.2073,16021107.0,12237078.0,NYSE,183.85,181.16,-1.588,,2021-02-11T21:00:00.000+0000,1814259992.0,1612826399
137,DISCA,"Discovery, Inc.",43.25,1.36,0.58,42.3325,43.34,49.94,17.12,19188684800.0,35.52469,25.99095,3307822.0,8408878.0,NASDAQ,42.5807,42.67,1.805,23.96122,2020-11-05T07:00:00.000+0000,443669013.0,1612826399
138,DISCK,"Discovery, Inc.",37.0,1.59,0.58,36.41,37.06,38.0,15.43,19232860160.0,30.635313,23.094526,3829516.0,4185926.0,NASDAQ,36.41,36.42,1.805,20.498615,2020-11-05T07:00:00.000+0000,519807031.0,1612826399
139,DISH,DISH Network Corporation,31.52,0.99,0.31,31.13,31.75,42.62,17.09,16579772416.0,31.42,31.730146,2060634.0,4988501.0,NASDAQ,31.62,31.21,2.455,12.839105,2020-11-06T06:02:02.000+0000,526008008.0,1612826399
140,DLR,"Digital Realty Trust, Inc.",146.37,0.56,0.81,144.21,146.66,165.49,105.0,41007747072.0,139.27875,145.36365,1025239.0,1914575.0,NYSE,145.02,145.56,2.174,67.32751,2021-02-11T21:00:00.000+0000,280164973.0,1612826399
141,DLTR,"Dollar Tree, Inc.",107.07,1.35,1.425,105.66,107.3,115.45,60.2,25182007296.0,107.9125,99.4635,1591147.0,2059913.0,NASDAQ,106.07,105.645,4.049,26.443567,2020-11-24T07:30:00.000+0000,235191999.0,1612826399
142,DOV,Dover Corporation,120.89,-0.14,-0.17,120.205,122.47,130.41,62.95,17420611584.0,124.010315,116.33854,724469.0,789291.0,NYSE,121.61,121.06,4.7,25.721277,2021-01-28T07:00:00.000+0000,144102999.0,1612826399
143,DOW,Dow Inc.,57.35,0.19,0.11,57.21,58.26,61.31,21.95,42663526400.0,56.308437,50.440292,2542633.0,4200695.0,NYSE,57.75,57.24,1.64,34.969513,2021-04-22T12:30:00.000+0000,743915020.0,1612826399
144,DRE,Duke Realty Corporation,41.61,0.56,0.23,41.16,41.72,43.45,25.19,15476881408.0,39.503124,38.808907,1063899.0,2010916.0,NYSE,41.39,41.38,0.805,51.68944,2021-01-27T16:07:00.000+0000,371951007.0,1612826399
145,DRI,"Darden Restaurants, Inc.",130.27,-1.3,-1.71,128.86,132.97,133.33,26.15,16977828864.0,121.32906,102.08598,1036324.0,1753039.0,NYSE,132.54,131.98,-0.917,,2020-12-18T07:00:06.000+0000,130328002.0,1612826399
146,DTE,DTE Energy Company,121.0,-0.59,-0.72,120.17,122.4,135.67,71.21,23420760064.0,120.32781,120.653725,826356.0,1064377.0,NYSE,121.93,121.72,7.066,17.124256,2021-02-19T13:30:00.000+0000,193560001.0,1612826399
147,DUK,Duke Energy Corporation,93.6,-1.2,-1.14,93.02,94.68,103.79,62.13,68885757952.0,91.15063,88.84022,2086347.0,2932300.0,NYSE,94.61,94.74,2.729,34.298275,2021-02-11T07:00:00.000+0000,735958952.0,1612826399
148,DVA,DaVita Inc.,110.2,0.93,1.02,109.02,110.59,125.28,62.2,12342400000.0,117.47188,99.10883,1296071.0,761047.0,NYSE,109.47,109.18,6.679,16.499475,2021-02-11T21:00:00.000+0000,112000000.0,1612826399
149,DVN,Devon Energy Corporation,18.75,4.75,0.85,18.03,18.9,23.79,4.7,12620755968.0,17.451876,12.71927,10307872.0,12283755.0,NYSE,18.12,17.9,-8.567,,2021-02-16T21:00:00.000+0000,673106985.0,1612826399
150,DXC,DXC Technology Company,25.48,-1.77,-0.46,24.86,26.4,32.59,7.9,6487054848.0,26.831562,21.61949,4159190.0,3204906.0,NYSE,26.23,25.94,-11.209,,2021-02-04T16:15:01.000+0000,254593989.0,1612826399
151,EA,Electronic Arts Inc.,142.46,0.88,1.24,139.37,142.49,150.3,85.69,41292603392.0,142.03656,133.77942,2097136.0,3193670.0,NASDAQ,142.0,141.22,4.045,35.21879,2021-02-02T16:01:00.000+0000,289854018.0,1612826399
152,EBAY,eBay Inc.,63.84,2.59,1.61,62.6,64.06,64.85,26.02,43439673344.0,54.935,53.16635,9021363.0,8818403.0,NASDAQ,62.6,62.23,7.892,8.089204,2021-02-03T16:05:05.000+0000,680446011.0,1612826399
153,ECL,Ecolab Inc.,217.05,2.01,4.27,213.15,217.3,231.36,124.6,61955837952.0,214.44438,206.14204,753990.0,959039.0,NYSE,214.07,212.78,-3.739,,2021-02-16T13:30:00.000+0000,285445003.0,1612826399
154,ED,"Consolidated Edison, Inc.",71.28,-0.31,-0.22,71.03,71.96,94.65,62.03,23872813056.0,70.18531,75.044525,1817458.0,2759208.0,NYSE,71.78,71.5,4.053,17.586973,2021-02-18T21:00:00.000+0000,334916008.0,1612826399
155,EFX,Equifax Inc.,179.41,0.43,0.77,177.85,180.11,196.47,103.01,21823971328.0,183.845,168.44548,985658.0,707388.0,NYSE,179.15,178.64,3.616,49.6156,2021-02-10T21:00:00.000+0000,121643004.0,1612826399
156,EIX,Edison International,57.73,-1.57,-0.92,57.38,58.56,78.93,43.63,21851611136.0,60.65125,57.474964,1495061.0,1737922.0,NYSE,58.55,58.65,0.962,60.010395,2021-02-25T21:00:00.000+0000,378513964.0,1612826399
157,EL,The Estee Lauder Companies Inc.,280.54,2.83,7.73,277.9,284.66,284.66,137.01,101768413184.0,254.16531,231.48978,2477484.0,1343060.0,NYSE,280.25,272.81,2.527,111.01702,2021-05-03T12:30:00.000+0000,362759012.0,1612826399
158,EMN,Eastman Chemical Company,107.46,2.83,2.96,104.98,107.75,110.27,34.44,14557390848.0,103.15437,88.79518,736816.0,943708.0,NYSE,105.5,104.5,3.5,30.702856,2021-01-28T17:28:00.000+0000,135467996.0,1612826399
159,EMR,Emerson Electric Co.,86.52,0.48,0.41,85.78,87.07,87.07,37.75,51914596352.0,81.76531,73.1489,3248167.0,2830747.0,NYSE,86.55,86.11,3.455,25.041967,2021-02-02T07:00:00.000+0000,600030009.0,1612826399
160,EOG,"EOG Resources, Inc.",59.41,4.95,2.8,57.32,59.845,77.67,27.0,34658484224.0,54.63844,45.88635,4077784.0,5518540.0,NYSE,57.51,56.61,-0.529,,2021-02-25T21:00:00.000+0000,583377954.0,1612826399
161,EQIX,"Equinix, Inc. (REIT)",747.41,-0.91,-6.88,739.32,753.94,839.77,477.87,66595495936.0,714.5578,747.79425,354035.0,513149.0,NASDAQ,751.02,754.29,5.077,147.21487,2021-02-10T21:00:00.000+0000,89101692.0,1612826399
162,EQR,Equity Residential,66.08,1.72,1.12,64.33,66.36,87.19,45.43,24598478848.0,60.160313,56.59562,3880791.0,2931514.0,NYSE,64.96,64.96,2.545,25.964636,2021-02-10T21:00:00.000+0000,372253009.0,1612826399
163,ES,Eversource Energy,85.51,-2.61,-2.29,85.22,87.82,99.42,60.69,29314881536.0,87.36938,87.66285,2118995.0,1465496.0,NYSE,87.82,87.8,3.523,24.271929,2020-11-03T21:00:00.000+0000,342824015.0,1612826399
164,ESS,"Essex Property Trust, Inc.",260.57,0.96,2.47,256.5,263.31,329.74,175.81,16990362624.0,238.82532,226.78482,751933.0,493165.0,NYSE,258.05,258.1,8.69,29.985043,2021-02-04T16:15:00.000+0000,65204600.0,1612826399
165,ETFC,E*TRADE Financial Corporation,49.26,0.0,0.0,48.91,51.18,57.3,25.76,10891188224.0,49.26,50.464287,1.0,2740791.0,NASDAQ,50.76,49.26,3.46,14.236994,2020-07-23T16:05:01.000+0000,221095985.0,1612826399
166,ETN,Eaton Corporation plc,120.22,-1.41,-1.72,119.42,123.0345,130.0,56.42,47919693824.0,121.59781,110.11584,2547729.0,1989200.0,NYSE,122.7,121.94,3.49,34.44699,2021-02-02T06:30:00.000+0000,398600015.0,1612826399
167,ETR,Entergy Corporation,94.47,-2.24,-2.16,94.31,96.46,135.55,75.19,18915917824.0,95.58406,101.38752,1150806.0,1377273.0,NYSE,96.34,96.63,6.891,13.709187,2021-02-24T13:30:00.000+0000,200232008.0,1612826399
168,EVRG,"Evergy, Inc.",54.22,-1.22,-0.67,54.02,55.1,76.57,42.01,12298830848.0,53.70094,54.383137,1198877.0,2267395.0,NYSE,54.83,54.89,2.762,19.630703,2020-11-05T07:00:00.000+0000,226831996.0,1612826399
169,EW,Edwards Lifesciences Corporation,86.08,1.15,0.98,84.61,86.3172,92.08,51.506668,53649190912.0,87.211876,82.589195,2167485.0,2521434.0,NYSE,85.15,85.1,1.3,66.215385,2021-01-27T16:15:03.000+0000,623248036.0,1612826399
170,EXC,Exelon Corporation,43.74,0.14,0.06,43.505,43.97,50.54,29.28,42671517696.0,42.301876,39.988686,4111029.0,4804378.0,NASDAQ,43.76,43.68,2.43,18.0,2021-02-24T13:30:00.000+0000,975571964.0,1612826399
171,EXPD,"Expeditors International of Washington, Inc.",94.64,1.86,1.73,93.09,94.66,97.24,52.55,16016022528.0,93.575,90.117516,872816.0,1098793.0,NASDAQ,93.12,92.91,3.707,25.530079,2021-02-16T13:30:00.000+0000,169231007.0,1612826399
172,EXPE,"Expedia Group, Inc.",145.42,2.84,4.02,142.1,146.32,147.55,40.76,20571256832.0,134.95656,109.35139,2364178.0,3256378.0,NASDAQ,142.1,141.4,-15.493,,2021-02-11T21:00:00.000+0000,141460988.0,1612826399
173,EXR,Extra Space Storage Inc.,117.18,0.48,0.56,115.73,117.25,121.07,72.7,15392530432.0,113.63375,110.75518,435111.0,873998.0,NYSE,116.42,116.62,3.368,34.79216,2021-02-22T21:00:00.000+0000,131358000.0,1612826399
174,F,Ford Motor Company,11.56,0.43,0.05,11.31,11.58,12.15,3.96,45993660416.0,9.94,8.182774,75359614.0,79201527.0,NYSE,11.52,11.51,-0.322,,2021-02-04T16:05:00.000+0000,3978690347.0,1612826399
175,FANG,"Diamondback Energy, Inc.",68.93,6.95,4.48,65.645,69.6,81.59,14.55,10889147392.0,56.351562,41.11533,2635889.0,3967857.0,NASDAQ,65.97,64.45,-26.836,,2021-02-22T21:00:00.000+0000,157973994.0,1612826399
176,FAST,Fastenal Company,47.47,0.36,0.17,47.31,47.93,51.89,26.72,27255375872.0,48.73656,47.148468,2282366.0,3165081.0,NASDAQ,47.51,47.3,1.49,31.85906,2021-01-20T06:50:00.000+0000,574160014.0,1612826399
177,FB,"Facebook, Inc.",266.58,-0.57,-1.52,265.0,269.82,304.67,137.1,759131865088.0,266.62845,268.56482,12557989.0,18658314.0,NASDAQ,268.75,268.1,10.09,26.420216,2021-01-27T16:05:11.000+0000,2847669987.0,1612826399
178,FBHS,"Fortune Brands Home & Security, Inc.",91.57,3.43,3.04,88.58,91.64,93.4,33.9,12721727488.0,87.92812,84.62942,703963.0,1015278.0,NYSE,88.95,88.53,3.94,23.241116,2021-02-02T16:05:00.000+0000,138928989.0,1612826399
179,FCX,Freeport-McMoRan Inc.,32.12,1.23,0.39,31.73,32.35,32.49,4.82,46895198208.0,28.427187,20.204088,17521114.0,20866586.0,NYSE,32.01,31.73,0.41,78.34146,2021-01-26T08:00:01.000+0000,1459999944.0,1612826399
180,FDX,FedEx Corporation,257.45,0.96,2.44,255.57,259.38,305.66,88.69,68242534400.0,252.96687,248.83438,2134104.0,3056042.0,NYSE,256.76,255.01,9.261,27.799376,2021-03-18T20:00:00.000+0000,265071021.0,1612826399
181,FE,FirstEnergy Corp.,32.13,-0.46,-0.15,31.95,32.77,52.52,22.85,17433417728.0,30.7375,29.776497,5511973.0,5982906.0,NYSE,32.25,32.28,1.341,23.959734,2020-11-02T06:40:03.000+0000,542590032.0,1612826399
182,FFIV,"F5 Networks, Inc.",205.79,3.34,6.65,200.0,205.86,211.01,79.78,12683639808.0,189.68375,152.0262,443626.0,752085.0,NASDAQ,200.0,199.14,4.807,42.810482,2021-01-26T16:06:43.000+0000,61633898.0,1612826399
183,FIS,"Fidelity National Information Services, Inc.",133.43,0.91,1.2,131.55,134.24,158.21,91.68,82794512384.0,133.39313,142.05168,3689977.0,3917291.0,NYSE,133.28,132.23,-0.168,,2021-02-09T13:30:00.000+0000,620508974.0,1612826399
184,FISV,"Fiserv, Inc.",113.4,1.05,1.18,112.565,114.36,124.61,73.5,75821514752.0,110.25656,105.26475,3251696.0,4358037.0,NASDAQ,113.42,112.22,1.316,86.17021,2021-02-09T21:00:00.000+0000,668620060.0,1612826399
185,FITB,Fifth Third Bancorp,32.57,1.48,0.475,32.1,32.62,32.82,11.1,23214592000.0,29.788437,24.515547,3123941.0,5333670.0,NASDAQ,32.1,32.095,1.83,17.797813,2021-04-20T12:30:00.000+0000,712759963.0,1612826399
186,FLIR,"FLIR Systems, Inc.",54.58,0.55,0.3,54.16,54.66,59.44,23.85,7158330880.0,51.047188,40.740513,981117.0,2544903.0,NASDAQ,54.2,54.28,1.042,52.38004,2020-10-30T07:30:00.000+0000,131153003.0,1612826399
187,FLS,Flowserve Corporation,38.79,3.22,1.21,37.71,39.17,48.99,18.98,5052901888.0,37.078125,32.25971,683283.0,891260.0,NYSE,37.71,37.58,1.122,34.572193,2020-11-05T16:08:00.000+0000,130263003.0,1612826399
188,FLT,"FleetCor Technologies, Inc.",258.23,0.34,0.87,254.24,258.96,325.52,168.51,21605124096.0,265.3778,253.48497,618028.0,710952.0,NYSE,256.61,257.36,8.12,31.801725,2021-02-04T16:06:00.000+0000,83666205.0,1612826399
189,FMC,FMC Corporation,116.65,1.28,1.47,115.17,116.76,123.66,56.77,15136154624.0,114.982185,110.91022,621072.0,669893.0,NYSE,115.9,115.18,3.822,30.52067,2021-02-09T21:00:00.000+0000,129757005.0,1612826399
190,FOX,Fox Corporation,31.55,4.09,1.24,30.38,31.59,37.74,19.13,19174006784.0,29.6,27.793175,1587011.0,1789755.0,NASDAQ,30.55,30.31,2.627,12.009896,,607733971.0,1612826399
191,FOXA,Fox Corporation,32.69,4.04,1.27,31.43,32.77,40.73,19.81,19165003776.0,30.409843,28.045511,7196351.0,5727006.0,NASDAQ,31.66,31.42,2.627,12.443851,2021-02-09T08:00:00.000+0000,586265028.0,1612826399
192,FRC,First Republic Bank,156.34,0.35,0.55,154.34,156.83,166.82,70.06,26923153408.0,151.16782,127.918175,709107.0,960280.0,NYSE,156.83,155.79,5.81,26.908777,2021-01-14T07:00:29.000+0000,172208989.0,1612826399
193,FRT,Federal Realty Investment Trust,91.35,0.1,0.09,90.16,91.45,129.19,64.11,6910362624.0,86.6125,82.13161,516098.0,911414.0,NYSE,91.26,91.26,2.321,39.358032,2021-02-11T21:00:00.000+0000,75647100.0,1612826399
194,FTI,TechnipFMC plc,10.62,-1.3,-0.14,10.28,11.0,18.03,4.49,4997432320.0,10.762188,8.370146,18154981.0,7375359.0,NYSE,10.75,10.76,-12.643,,2020-10-21T16:15:01.000+0000,470568015.0,1612826399
195,FTNT,"Fortinet, Inc.",159.43,2.54,3.95,156.5,160.93,160.93,70.2,25880590336.0,148.65625,130.41525,1281286.0,1070670.0,NASDAQ,157.21,155.48,2.91,54.786938,2021-02-04T16:05:02.000+0000,162331997.0,1612826399
196,FTV,Fortive Corporation,67.68,-1.77,-1.22,66.99,69.33,74.255,31.221758,22869071872.0,69.05906,65.86947,4496439.0,1995354.0,NYSE,69.04,68.9,4.494,15.060081,2021-02-04T16:15:01.000+0000,337899998.0,1612826399
197,GD,General Dynamics Corporation,159.64,0.52,0.82,157.11,159.75,190.08,100.55,45812211712.0,150.85344,147.8916,1246154.0,1510188.0,NYSE,159.0,158.82,11.0,14.512727,2021-01-27T07:00:18.000+0000,286972010.0,1612826399
198,GE,General Electric Company,11.61,1.84,0.21,11.41,11.65,13.26,5.48,101702090752.0,11.095625,8.459562,42360521.0,90634270.0,NYSE,11.47,11.4,0.576,20.15625,2021-01-26T13:30:00.000+0000,8759870004.0,1612826399
199,GILD,"Gilead Sciences, Inc.",67.97,-0.72,-0.49,67.31,68.75,85.97,56.56,85202436096.0,62.710625,63.504234,9199544.0,9281973.0,NASDAQ,68.5,68.46,0.098,693.5715,2021-02-04T16:01:00.000+0000,1253530029.0,1612826399
200,GIS,"General Mills, Inc.",57.7,0.52,0.3,57.2,57.78,66.14,46.59,35279912960.0,57.617188,60.525986,2990154.0,4206585.0,NYSE,57.5,57.4,3.902,14.787289,2020-12-17T09:00:00.000+0000,611436966.0,1612826399
201,GL,Globe Life Inc.,94.1,0.47,0.44,93.4,94.46,111.43,56.74,9848693760.0,93.857185,87.32869,461211.0,434791.0,NYSE,93.53,93.66,6.83,13.777452,2021-02-02T16:15:05.000+0000,104661995.0,1612826399
202,GLW,Corning Incorporated,37.68,0.69,0.26,37.48,37.885,38.84,17.44,28825200640.0,36.775623,34.501167,2293879.0,3980477.0,NYSE,37.53,37.42,0.54,69.77778,2021-01-27T07:19:08.000+0000,765000017.0,1612826399
203,GM,General Motors Company,56.88,4.54,2.47,55.67,57.05,57.05,14.33,81412915200.0,47.879063,37.243942,26897454.0,21288244.0,NYSE,56.0,54.41,2.23,25.506727,2021-02-10T13:30:00.000+0000,1431310042.0,1612826399
204,GOOG,Alphabet Inc.,2092.91,-0.24,-5.09,2072.0,2123.5469,2123.5469,1013.536,1407737266176.0,1824.3406,1659.5248,1197411.0,1630695.0,NASDAQ,2105.91,2098.0,58.613,35.707264,,672621979.0,1612826399
205,GOOGL,Alphabet Inc.,2084.52,-0.21,-4.31,2063.6,2114.97,2114.97,1008.87,1408249626624.0,1817.3447,1654.6846,1364004.0,1721093.0,NASDAQ,2100.0,2088.83,58.613,35.564125,2021-02-02T21:00:00.000+0000,675575013.0,1612826399
206,GPC,Genuine Parts Company,103.58,1.9,1.93,101.74,103.63,108.55,49.68,14945558528.0,100.51875,97.34365,682322.0,805713.0,NYSE,102.0,101.65,-1.325,,2021-02-17T13:30:00.000+0000,144290003.0,1612826399
207,GPN,Global Payments Inc.,200.33,1.04,2.06,196.6341,206.85,215.7,105.54,59966181376.0,196.745,183.36285,3426040.0,1762662.0,NYSE,202.25,198.27,1.673,119.74298,2021-02-08T13:30:00.000+0000,299337001.0,1612826399
208,GPS,"The Gap, Inc.",22.27,-1.68,-0.38,22.2,22.99,26.99,5.26,8329625600.0,21.220625,19.197592,3845373.0,8833775.0,NYSE,22.69,22.65,-2.903,,2020-11-24T16:15:00.000+0000,374028990.0,1612826399
209,GRMN,Garmin Ltd.,124.14,3.17,3.81,119.79,124.98,125.0,61.04,23740160000.0,120.21844,108.71314,1174521.0,692827.0,NASDAQ,120.36,120.33,5.327,23.303923,2021-02-17T13:30:00.000+0000,191236990.0,1612826399
210,GS,"The Goldman Sachs Group, Inc.",300.15,2.27,6.65,294.5,300.89,309.41,130.85,103272005632.0,279.89874,226.7311,2822977.0,3148029.0,NYSE,295.0,293.5,24.74,12.1321745,2021-01-19T13:30:00.000+0000,344067985.0,1612826399
211,GWW,"W.W. Grainger, Inc.",378.81,2.97,10.91,369.44,381.92,427.9,200.61,19896768512.0,391.07407,376.5836,395273.0,340414.0,NYSE,369.44,367.9,12.831,29.52303,2021-04-30T08:00:00.000+0000,52524401.0,1612826399
212,HAL,Halliburton Company,20.04,5.58,1.06,19.15,20.105,22.58,4.25,17715501056.0,19.439688,16.039415,9138616.0,11686395.0,NYSE,19.26,18.98,-3.343,,2021-01-19T06:45:37.000+0000,884007039.0,1612826399
213,HAS,"Hasbro, Inc.",93.15,-4.25,-4.13,92.41,99.68,109.5,41.33,12763693056.0,95.27281,86.233505,2595164.0,870983.0,NASDAQ,99.61,97.28,2.82,33.031918,2021-02-08T13:30:00.000+0000,137023007.0,1612826399
214,HBAN,Huntington Bancshares Incorporated,14.22,1.07,0.15,14.04,14.2573,15.12,6.82,14464584704.0,13.604375,11.156496,7968913.0,12508113.0,NASDAQ,14.24,14.07,0.69,20.608696,2021-01-22T07:00:06.000+0000,1017200050.0,1612826399
215,HBI,Hanesbrands Inc.,15.98,0.69,0.11,15.84,16.14,17.74,6.96,5566217216.0,15.216562,15.245621,5176768.0,5348372.0,NYSE,16.0,15.87,1.226,13.034258,2021-02-09T13:30:00.000+0000,348323981.0,1612826399
216,HCA,"HCA Healthcare, Inc.",178.94,1.22,2.15,176.44,179.88,181.01,58.38,60548825088.0,167.29938,144.46971,1593896.0,1548088.0,NYSE,176.44,176.79,10.925,16.378948,2021-02-02T07:30:00.000+0000,338375014.0,1612826399
217,HD,"The Home Depot, Inc.",280.03,0.42,1.17,276.8895,280.4194,292.95,140.63,301480312832.0,272.55408,275.1082,3472555.0,4136298.0,NYSE,279.69,278.86,11.561,24.221952,2021-02-23T13:30:00.000+0000,1076600053.0,1612826399
218,HES,Hess Corporation,60.38,6.04,3.44,57.77,60.55,64.98,26.06,18541309952.0,57.391876,48.405766,1932457.0,2201511.0,NYSE,57.8,56.94,-10.15,,2021-01-27T07:30:00.000+0000,307077011.0,1612826399
